pid,BQ1,BQ2,BQ3,BQ3_n2,BQ4,BQ8,BQ5,BQ5_1,BQ5_2,BQ5_3,BQ6,BQ7,BQ7_1,BQ7_2,BQ9,BQ12_1,BQ12_2,BQ12_3,BQ13,BQ14,BQ14_1,BQ15_1,BQ15_2,BQ15_3,BQ15_4,BQ16_1,BQ16_2,BQ16_3,BQ16_4
160327,전남,여자,63,만60세 이상,대학 재학 중,개신교,학생 (일하지 않고 학업 중),NA,NA,NA,사별,있다,없다,없다,혼자 살고 있다,200만원 이상 300만원 미만,2억원~3억원 미만,중간층,5 중도,지지하는 정당이 없음,모르겠다,모르겠다,1만원 그대로,1만원 그대로,1만원 그대로,3,2,2,2
161760,강원,여자,52,만50세~만59세,고등학교 졸업,믿는 종교가 없다,전업주부 (일하지 않고 가사에만 종사),NA,NA,NA,배우자 있음,없다,NA,NA,2명,400만원 이상 500만원 미만,5천만원 미만,중하층,5 중도,더불어민주당,NA,1만원 그대로,5천원으로 줄임,모르겠다,1만원 그대로,3,3,1,3
161930,부산,남자,37,만30세~만39세,대학 졸업,믿는 종교가 없다,"사무직(기업체 차장 이하, 5급 공무원 이하 등)",임금근로자,상용근로자 (계약기간 1년 이상),정규직,배우자 있음,있다,있다,없다,3명,700만원 이상 1천만원 미만,7억원~10억원 미만,중상층,5 중도,지지하는 정당이 없음,지지하는 정당이 없음,1만원 그대로,5천원으로 줄임,1만원 그대로,1만원 그대로,3,3,3,3
163500,서울,남자,61,만60세 이상,중학교 졸업 이하,천주교,"노무/기계조작/운송/기능원 및 관련 기능 종사자(운전사, 선반, 목공 등)",임금근로자,상용근로자 (계약기간 1년 이상),비정규직,이혼,없다,NA,NA,2명,200만원 이상 300만원 미만,5천만원~1억원 미만,중하층,1,더불어민주당,NA,1만원 그대로,5만원으로 늘림,1만원 그대로,1만원 그대로,2,1,2,2
165932,부산,여자,48,만40세~만49세,대학원 졸업,개신교,"자영업자(상업, 종업원 9인 이하의 소규모 장사 및 개인 택시 운전 등)",고용원이 없는 자영업자,NA,NA,배우자 있음,있다,없다,있다,4명,300만원 이상 400만원 미만,5천만원 미만,중하층,5 중도,지지하는 정당이 없음,지지하는 정당이 없음,1만원 그대로,5천원으로 줄임,5만원으로 늘림,1만원 그대로,2,2,2,2
168465,전남,남자,57,만50세~만59세,고등학교 졸업,믿는 종교가 없다,"무직, 퇴직, 은퇴 (현재 일하지 않음)",NA,NA,NA,이혼,있다,없다,없다,혼자 살고 있다,100만원 미만,5천만원 미만,최하층,2,더불어민주당,NA,1만원 그대로,1만원 그대로,1만원 그대로,1만원 그대로,2,4,2,2
168475,서울,남자,50,만50세~만59세,고등학교 졸업,믿는 종교가 없다,"사무직(기업체 차장 이하, 5급 공무원 이하 등)",임금근로자,상용근로자 (계약기간 1년 이상),정규직,이혼,있다,없다,있다,3명,200만원 이상 300만원 미만,5천만원~1억원 미만,중하층,5 중도,지지하는 정당이 없음,지지하는 정당이 없음,1만원 그대로,1만원 그대로,1만원 그대로,1만원 그대로,2,2,2,2
171046,서울,남자,37,만30세~만39세,대학 졸업,개신교,"무직, 퇴직, 은퇴 (현재 일하지 않음)",NA,NA,NA,미혼,없다,NA,NA,혼자 살고 있다,100만원 이상 200만원 미만,5천만원 미만,최하층,5 중도,지지하는 정당이 없음,지지하는 정당이 없음,모르겠다,모르겠다,모르겠다,모르겠다,4,3,2,2
172104,부산,여자,62,만60세 이상,대학 졸업,불교,전업주부 (일하지 않고 가사에만 종사),NA,NA,NA,배우자 있음,있다,없다,없다,2명,300만원 이상 400만원 미만,3억원~4억원 미만,중하층,9,미래통합당,NA,5만원으로 늘림,5천원으로 줄임,5만원으로 늘림,모르겠다,2,2,2,2
172161,부산,남자,44,만40세~만49세,고등학교 졸업,믿는 종교가 없다,"판매/영업/서비스직(상점 점원, 세일즈맨 등)",임금근로자,상용근로자 (계약기간 1년 이상),정규직,이혼,있다,없다,있다,5명 이상,200만원 이상 300만원 미만,5천만원~1억원 미만,중하층,5 중도,모르겠다,모르겠다,5만원으로 늘림,5천원으로 줄임,1만원 그대로,모르겠다,2,2,2,1
173141,경기,남자,46,만40세~만49세,고등학교 졸업,불교,"노무/기계조작/운송/기능원 및 관련 기능 종사자(운전사, 선반, 목공 등)",임금근로자,상용근로자 (계약기간 1년 이상),정규직,배우자 있음,있다,없다,있다,4명,300만원 이상 400만원 미만,5천만원 미만,최하층,5 중도,더불어민주당,NA,모르겠다,모르겠다,모르겠다,모르겠다,3,3,3,3
173366,울산,남자,34,만30세~만39세,고등학교 졸업,개신교,"노무/기계조작/운송/기능원 및 관련 기능 종사자(운전사, 선반, 목공 등)",임금근로자,상용근로자 (계약기간 1년 이상),정규직,배우자 있음,있다,있다,없다,3명,300만원 이상 400만원 미만,5천만원 미만,중간층,3,더불어민주당,NA,1만원 그대로,1만원 그대로,5만원으로 늘림,1만원 그대로,2,2,2,2
173812,부산,여자,48,만40세~만49세,고등학교 졸업,불교,전업주부 (일하지 않고 가사에만 종사),NA,NA,NA,배우자 있음,있다,없다,없다,3명,100만원 미만,5천만원 미만,최하층,6,지지하는 정당이 없음,더불어민주당,1만원 그대로,1만원 그대로,1만원 그대로,1만원 그대로,2.5,2.5,3,2
174071,인천,여자,42,만40세~만49세,고등학교 졸업,믿는 종교가 없다,"무직, 퇴직, 은퇴 (현재 일하지 않음)",NA,NA,NA,이혼,없다,NA,NA,혼자 살고 있다,100만원 미만,5천만원 미만,최하층,0 매우 진보,더불어민주당,NA,1만원 그대로,1만원 그대로,1만원 그대로,모르겠다,4,4,2,3
174096,대전,남자,42,만40세~만49세,고등학교 졸업,개신교,"사무직(기업체 차장 이하, 5급 공무원 이하 등)",임금근로자,상용근로자 (계약기간 1년 이상),정규직,배우자 있음,있다,없다,있다,4명,300만원 이상 400만원 미만,5천만원 미만,최하층,5 중도,지지하는 정당이 없음,지지하는 정당이 없음,모르겠다,모르겠다,모르겠다,모르겠다,4,3,4,4
174240,울산,남자,46,만40세~만49세,대학 졸업,믿는 종교가 없다,"사무직(기업체 차장 이하, 5급 공무원 이하 등)",임금근로자,상용근로자 (계약기간 1년 이상),정규직,배우자 있음,있다,없다,있다,4명,700만원 이상 1천만원 미만,2억원~3억원 미만,중간층,5 중도,지지하는 정당이 없음,지지하는 정당이 없음,1만원 그대로,1만원 그대로,1만원 그대로,1만원 그대로,3,3,2,2
174475,경남,여자,52,만50세~만59세,고등학교 졸업,믿는 종교가 없다,전업주부 (일하지 않고 가사에만 종사),NA,NA,NA,배우자 있음,있다,없다,없다,3명,300만원 이상 400만원 미만,5천만원 미만,중하층,3,지지하는 정당이 없음,정의당,1만원 그대로,1만원 그대로,1만원 그대로,1만원 그대로,2,2,2,2
175613,경기,여자,67,만60세 이상,고등학교 졸업,믿는 종교가 없다,"노무/기계조작/운송/기능원 및 관련 기능 종사자(운전사, 선반, 목공 등)",임금근로자,임시근로자 (계약기간 1개월 이상 1년 미만),비정규직,이혼,있다,없다,없다,2명,400만원 이상 500만원 미만,5천만원 미만,중하층,5 중도,지지하는 정당이 없음,지지하는 정당이 없음,5만원으로 늘림,1만원 그대로,1만원 그대로,1만원 그대로,3,3,3,3
175984,부산,남자,57,만50세~만59세,대학 졸업,천주교,"사무직(기업체 차장 이하, 5급 공무원 이하 등)",임금근로자,상용근로자 (계약기간 1년 이상),정규직,배우자 있음,있다,없다,없다,3명,700만원 이상 1천만원 미만,4억원~7억원 미만,중상층,3,더불어민주당,NA,1만원 그대로,1만원 그대로,1만원 그대로,1만원 그대로,2,2,2,3
179060,경기,남자,47,만40세~만49세,고등학교 졸업,믿는 종교가 없다,다른 직업,임금근로자,일용근로자 (계약기간 1개월 미만),비정규직,배우자 있음,없다,NA,NA,2명,100만원 이상 200만원 미만,5천만원 미만,최하층,5 중도,미래통합당,NA,5만원으로 늘림,모르겠다,모르겠다,모르겠다,4,2,3,2.5
182136,서울,남자,43,만40세~만49세,대학 졸업,믿는 종교가 없다,"사무직(기업체 차장 이하, 5급 공무원 이하 등)",임금근로자,상용근로자 (계약기간 1년 이상),정규직,배우자 있음,있다,없다,있다,3명,500만원 이상 600만원 미만,1억원~2억원 미만,중간층,8,지지하는 정당이 없음,지지하는 정당이 없음,5만원으로 늘림,모르겠다,1만원 그대로,모르겠다,3,2.5,2,3
182663,서울,남자,50,만50세~만59세,고등학교 졸업,믿는 종교가 없다,"자영업자(상업, 종업원 9인 이하의 소규모 장사 및 개인 택시 운전 등)",고용원이 없는 자영업자,NA,NA,배우자 있음,있다,없다,없다,4명,700만원 이상 1천만원 미만,5천만원 미만,모르겠다,5 중도,정의당,NA,1만원 그대로,5천원으로 줄임,5만원으로 늘림,1만원 그대로,3,2,3,2
184955,충남,여자,34,만30세~만39세,대학 졸업,믿는 종교가 없다,"무직, 퇴직, 은퇴 (현재 일하지 않음)",NA,NA,NA,미혼,없다,NA,NA,3명,200만원 이상 300만원 미만,5천만원~1억원 미만,모르겠다,모르겠다,지지하는 정당이 없음,더불어민주당,1만원 그대로,1만원 그대로,1만원 그대로,1만원 그대로,3,2,2,2
185172,서울,여자,40,만40세~만49세,대학 졸업,개신교,"사무직(기업체 차장 이하, 5급 공무원 이하 등)",임금근로자,상용근로자 (계약기간 1년 이상),정규직,미혼,없다,NA,NA,2명,700만원 이상 1천만원 미만,1억원~2억원 미만,중간층,6,지지하는 정당이 없음,지지하는 정당이 없음,1만원 그대로,1만원 그대로,1만원 그대로,모르겠다,2,2,2,2
186504,세종,여자,66,만60세 이상,고등학교 졸업,천주교,"자영업자(상업, 종업원 9인 이하의 소규모 장사 및 개인 택시 운전 등)",고용원이 있는 자영업자,NA,NA,배우자 있음,있다,없다,없다,3명,1천 5백만원 이상 2천만원 미만,10억원 이상,중상층,4,지지하는 정당이 없음,국민의당,1만원 그대로,1만원 그대로,1만원 그대로,1만원 그대로,2,2,2,2
189022,서울,여자,64,만60세 이상,고등학교 졸업,개신교,전업주부 (일하지 않고 가사에만 종사),NA,NA,NA,배우자 있음,있다,없다,없다,4명,400만원 이상 500만원 미만,1억원~2억원 미만,중하층,8,지지하는 정당이 없음,모르겠다,1만원 그대로,1만원 그대로,1만원 그대로,1만원 그대로,3,2,2,2
189692,서울,여자,61,만60세 이상,고등학교 졸업,개신교,"자영업자(상업, 종업원 9인 이하의 소규모 장사 및 개인 택시 운전 등)",고용원이 없는 자영업자,NA,NA,배우자 있음,있다,없다,없다,2명,300만원 이상 400만원 미만,5천만원 미만,최하층,5 중도,지지하는 정당이 없음,지지하는 정당이 없음,1만원 그대로,1만원 그대로,1만원 그대로,1만원 그대로,3,4,3,3
190024,경기,여자,63,만60세 이상,고등학교 졸업,믿는 종교가 없다,다른 직업,임금근로자,임시근로자 (계약기간 1개월 이상 1년 미만),비정규직,배우자 있음,있다,없다,없다,2명,200만원 이상 300만원 미만,5천만원 미만,중하층,2,더불어민주당,NA,모르겠다,1만원 그대로,모르겠다,1만원 그대로,3,4,3,3
190041,대구,남자,66,만60세 이상,중학교 졸업 이하,개신교,"무직, 퇴직, 은퇴 (현재 일하지 않음)",NA,NA,NA,이혼,없다,NA,NA,혼자 살고 있다,100만원 미만,5천만원 미만,최하층,10 매우 보수,미래통합당,NA,모르겠다,모르겠다,모르겠다,모르겠다,2.5,2.5,2.5,2.5
190205,대전,남자,62,만60세 이상,고등학교 졸업,불교,"노무/기계조작/운송/기능원 및 관련 기능 종사자(운전사, 선반, 목공 등)",임금근로자,일용근로자 (계약기간 1개월 미만),비정규직,이혼,있다,없다,없다,혼자 살고 있다,200만원 이상 300만원 미만,5천만원~1억원 미만,최하층,10 매우 보수,미래통합당,NA,모르겠다,모르겠다,모르겠다,1만원 그대로,2.5,2.5,2.5,2.5
190539,제주,여자,45,만40세~만49세,대학 졸업,개신교,"사무직(기업체 차장 이하, 5급 공무원 이하 등)",임금근로자,상용근로자 (계약기간 1년 이상),비정규직,배우자 있음,있다,없다,있다,3명,500만원 이상 600만원 미만,5천만원 미만,중하층,2,더불어민주당,NA,1만원 그대로,1만원 그대로,1만원 그대로,1만원 그대로,3,3,2,2
192378,대구,남자,49,만40세~만49세,고등학교 졸업,믿는 종교가 없다,"사무직(기업체 차장 이하, 5급 공무원 이하 등)",임금근로자,상용근로자 (계약기간 1년 이상),정규직,배우자 있음,있다,없다,있다,4명,300만원 이상 400만원 미만,5천만원 미만,중하층,4,정의당,NA,1만원 그대로,1만원 그대로,1만원 그대로,1만원 그대로,2,3,2,2
192742,울산,여자,43,만40세~만49세,대학 졸업,천주교,전업주부 (일하지 않고 가사에만 종사),NA,NA,NA,배우자 있음,있다,있다,있다,5명 이상,200만원 이상 300만원 미만,5천만원~1억원 미만,중하층,2,더불어민주당,NA,1만원 그대로,1만원 그대로,1만원 그대로,1만원 그대로,2,3,2,2
192748,충남,남자,63,만60세 이상,고등학교 졸업,믿는 종교가 없다,"무직, 퇴직, 은퇴 (현재 일하지 않음)",NA,NA,NA,배우자 있음,있다,없다,없다,2명,200만원 이상 300만원 미만,4억원~7억원 미만,중하층,4,더불어민주당,NA,1만원 그대로,1만원 그대로,1만원 그대로,1만원 그대로,3,2,3,2
193025,서울,남자,46,만40세~만49세,고등학교 졸업,믿는 종교가 없다,"판매/영업/서비스직(상점 점원, 세일즈맨 등)",임금근로자,상용근로자 (계약기간 1년 이상),비정규직,미혼,없다,NA,NA,혼자 살고 있다,200만원 이상 300만원 미만,5천만원 미만,최하층,4,지지하는 정당이 없음,지지하는 정당이 없음,1만원 그대로,1만원 그대로,1만원 그대로,1만원 그대로,2,3,2,2
193168,경기,남자,48,만40세~만49세,대학 졸업,믿는 종교가 없다,"사무직(기업체 차장 이하, 5급 공무원 이하 등)",임금근로자,상용근로자 (계약기간 1년 이상),정규직,배우자 있음,있다,있다,있다,4명,400만원 이상 500만원 미만,7억원~10억원 미만,중간층,6,지지하는 정당이 없음,국민의당,1만원 그대로,1만원 그대로,1만원 그대로,1만원 그대로,2.5,2,2,2.5
195507,서울,여자,60,만60세 이상,대학 졸업,믿는 종교가 없다,"노무/기계조작/운송/기능원 및 관련 기능 종사자(운전사, 선반, 목공 등)",임금근로자,임시근로자 (계약기간 1개월 이상 1년 미만),정규직,이혼,있다,없다,없다,2명,200만원 이상 300만원 미만,5천만원~1억원 미만,중하층,3,더불어민주당,NA,5천원으로 줄임,5천원으로 줄임,5천원으로 줄임,5천원으로 줄임,2,4,3,2
196808,전북,여자,35,만30세~만39세,대학 졸업,믿는 종교가 없다,다른 직업,임금근로자,상용근로자 (계약기간 1년 이상),정규직,미혼,없다,NA,NA,혼자 살고 있다,200만원 이상 300만원 미만,5천만원 미만,중하층,모르겠다,지지하는 정당이 없음,지지하는 정당이 없음,1만원 그대로,5천원으로 줄임,1만원 그대로,1만원 그대로,3,3,3,2
198256,경기,남자,51,만50세~만59세,고등학교 졸업,믿는 종교가 없다,"판매/영업/서비스직(상점 점원, 세일즈맨 등)",임금근로자,상용근로자 (계약기간 1년 이상),정규직,미혼,없다,NA,NA,혼자 살고 있다,300만원 이상 400만원 미만,1억원~2억원 미만,중하층,4,더불어민주당,NA,1만원 그대로,1만원 그대로,5만원으로 늘림,1만원 그대로,2,2,2,1
